name,type,cuisine,address,lat,lon,phone,website,opening_hours
Kebab City,fast_food,kebab,Strada Bulgară,47.0210232,28.8446324,,,
Bar-Terasa Globus,bar,tea,Bulevardul Moscova,47.0588655,28.8677939,,,24/7
Andy’s Pizza,restaurant,pizza,Strada Miron Costin,47.0504555,28.8658872,+373 22 210 210,https://andys.md/,Mo-Su 10:00-22:00
Ovico,bar,,Strada Ion Creangă,47.0359734,28.8119034,,,
Friends Coffee,cafe,coffee_shop,Strada Grigore Alexandrescu,47.0195457,28.8087685,,,
Blossoms Coffee,cafe,coffee_shop,Strada Grigore Alexandrescu,47.0210262,28.8060839,,,
Cafenea-bar,cafe,,Strada Ion Creangă,47.0284336,28.7975911,,,
Bufet Negustorii,cafe,,Strada Ion Creangă,47.0284018,28.7971994,,,
Bar „Belecci Valeriu”,bar,,Strada Vasile Lupu,47.0207196,28.7996338,,,
Liberte,cafe,coffee_shop,Strada Ion Pelivan,47.0293984,28.7890799,,,
,bar,,Strada Ion Creangă,47.0275679,28.7968121,,,
Éri Coffee Shop,cafe,coffee_shop,Strada Alexei Mateevici,47.0175764,28.8238006,,,
Coffeemaker,cafe,,Strada 31 August 1989,47.0204248,28.8322635,,,
Enogastronomia Tramezzini,restaurant,italian,Strada A Șciusev,47.0351821,28.8089875,,,
Aioli Pizza,fast_food,,Strada Petru Ungureanu,47.1315625,28.8615472,+37379717939,,Tu-Su 11:00-21:00
Covor Speakeasy Bar,bar,,Strada Ierusalim,47.0304732,28.8388056,,,
Bistro Chipăruș,cafe,,Strada Constantin Tănase,47.0294669,28.8372673,,,
Hidden,bar,,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0301433,28.8379617,,,
Wurst,fast_food,,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0302818,28.8380509,,,
Coffee Varka,cafe,coffee_shop,Strada Ion Creangă,47.0289931,28.7976320,,,
Coffee Like,cafe,coffee_shop,Strada Ion Creangă,47.0282299,28.7955324,,,
caffee Pumba,cafe,coffee_shop,Strada Ion Creangă,47.0289914,28.7949934,,,
Coffee Meow,cafe,coffee_shop,Strada Calea Ieșilor,47.0381963,28.8043062,,,
Lattimo Coffee,cafe,coffee_shop,Strada Calea Ieșilor,47.0380973,28.8060691,,,
Julia's Sweets Coffee House,cafe,coffee_shop,Strada Calea Ieșilor,47.0379129,28.8078340,,,
Rozmarin,bar,,Strada Eugen Coca,47.0351845,28.8046274,,,
Meat & Seafood by Alexandr Tkaciuk,restaurant,,Strada Sfatul Țării,47.0262127,28.8231271,,,
Daily Dose,bar,,Strada Aleksandr Pușkin,47.0265738,28.8385960,,,
Taqueria Bar,bar,,Strada Mihai Eminescu,47.0177948,28.8312037,,,
Govindas,restaurant,indian,Strada Mihail Kogălniceanu,47.0176461,28.8270589,,,
Puer Lounge Club,bar,,Bulevardul Moscova,47.0470453,28.8630074,,,
Kuzina,restaurant,,Bulevardul Moscova,47.0474615,28.8630769,,,
The Gentleman's Pub,pub,,Strada Tighina,47.0162485,28.8416261,,,
Bonjour Café,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0221227,28.8354342,,,
Carpe Diem Wine Bar,bar,,Strada Columna,47.0302367,28.8308841,,,
MiGrill,restaurant,steak_house,Strada Calea Moșilor,47.0272746,28.8582042,,,
Uzinelor Café,cafe,,Strada Uzinelor,47.0009403,28.8920588,,,
Gud,restaurant,,Strada Mihail Sadoveanu,47.0463332,28.8830007,,,
Split,bar,,Bulevardul Constantin Negruzzi,47.0133354,28.8522604,+373 681 77 244,,Mo-Su 10:00-03:00
Wine Republic Bar,bar,,Strada Alexei Șciusev,47.0221005,28.8247847,,,
Bar „Orion”,bar,,Strada Școlii,47.0128725,29.0206692,,,24/7
The Chef,restaurant,,Strada Kiev,47.0403311,28.8600309,,,
Angel Coffee,cafe,coffee_shop,Strada Andrei Doga,47.0345195,28.8612242,,,
Exupery Donuts,fast_food,donut,Strada Albișoara,47.0148794,28.8559823,,,
Pianyi Ugol,bar,,Strada Alexei Șciusev,47.0196972,28.8284657,,,
La Plăcinte,restaurant,regional,Bulevardul Ștefan cel Mare și Sfânt,47.0370100,28.8147973,+373 22 211 211,https://laplacinte.md,Mo-Su 10:00-22:00
Clanico,restaurant,regional,Strada Alexei Mateevici,47.0922172,28.8635848,,,
La Crâșmă,restaurant,regional;romanian,Strada Hipodromului,47.0477132,28.8496605,,,
Bordeiaș,restaurant,regional;romanian,Strada Rabbi Țirilson,47.0248836,28.8444385,,,
Coffee House,cafe,coffee_shop,Strada Kiev,47.0439657,28.8618153,,,
Zebra Coffee,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0293690,28.8248652,,,
Trycoffee,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0296471,28.8243803,,,
Vinoteca Wine.md,bar,,Strada Aleksandr Pușkin,47.0204330,28.8290397,,,
Sandra Coffee,cafe,,,47.0070084,28.8495948,,,
Organic Gallery,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0217091,28.8357925,,,
Magnifique,restaurant,,Piața Unirea Principatelor,47.0270469,28.7946474,+373 793 09 309,https://www.facebook.com/Magnifique.Lounge.Restaurant/,Mo-Su 11:00-02:00
Simplu Delicios,restaurant,,Strada Veronica Micle,47.0220201,28.8334027,,,
Green's,fast_food,sandwich,Strada Aleksandr Pușkin,47.0217950,28.8315115,,,
Coffee Point,cafe,,Strada Kiev,47.0431393,28.8607227,,,
Milina,cafe,coffee_shop,Strada Alecu Russo,47.0440183,28.8624407,,,
Drum Coffee,cafe,,,47.0501570,28.8842877,,,Mo-Su 08:00-22:00
Coffee Bro,cafe,bagel;breakfast;coffee_shop;donut;local;tea,Strada Mitropolit Varlaam,47.0178050,28.8469876,,,Mo-Su 07:00-17:00
Burger Factory,fast_food,burger,Bulevardul Ștefan cel Mare și Sfânt,47.0268918,28.8284569,,,
Catédra Café,cafe,,Strada 31 August 1989,47.0270466,28.8222236,,,
Ottoman,restaurant,turkish,Strada Alexei Mateevici,47.0184543,28.8225313,,,
Meat House Café Grill,cafe,,Strada Ismail,47.0172887,28.8472955,,,
Voskebab,fast_food,kebab,Bulevardul Mircea cel Bătrân,47.0438339,28.8911087,,,
Tasty Kebab,fast_food,kebab,Strada Ion Creangă,47.0365336,28.8114026,,,
Combo Kebab,fast_food,kebab,Strada Ion Creangă,47.0284180,28.7962612,,,
Șic Kebab,fast_food,kebab,Strada Ginta Latină,47.0336793,28.8818354,,,
Proper Coffee,cafe,coffee_shop,Strada Anatol Corobceanu,47.0271254,28.8245007,,,
Table 9 Lounge & Bar,restaurant,,Bulevardul Decebal,47.0001572,28.8596284,,,
Charmat,restaurant,seafood,Strada Aleksandr Pușkin,47.0254252,28.8368097,,,
Esushi,restaurant,sushi,Bulevardul Mircea cel Bătrân,47.0453595,28.8912322,,,
Café Nadyn by Nikita Rinadi,cafe,,Strada Alexei Șciusev,47.0201072,28.8272902,,,
Cinar,restaurant,asian,Strada Mihai Viteazul,47.0401034,28.8292657,,,
Rich Kebab,fast_food,kebab,Bulevardul Mircea cel Bătrân,47.0512028,28.8894402,,,
Boss Kebab,fast_food,kebab,Strada Tighina,47.0193894,28.8470139,,,
Restaurant Diplomat Club,restaurant,romanian,Strada Cireșilor,47.0122716,28.8222442,,,
Sushi Family,restaurant,sushi,Strada Mihail Sadoveanu,47.0327873,28.8790139,,,
Trapeza,bar,,Strada București,47.0223235,28.8287543,,,
Jasmin Café,cafe,,Strada Alexandru cel Bun,47.0254749,28.8402627,,,
Cappuccio,cafe,coffee_shop,Strada Vasile Alecsandri,47.0166552,28.8317609,,,
Evrica Coffee,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0211086,28.8388295,,,
Naringi,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0210595,28.8372604,,,Mo-Sa 07:30-18:30
Dayzi,restaurant,,Strada Alexandru cel Bun,47.0276085,28.8364771,,,
Naringi,cafe,coffee_shop,Strada Alexandru cel Bun,47.0274331,28.8361976,+373 789 92 247,,Mo-Fr 08:30-20:00; Sa-Su 09:00-20:00
Vin La Pahar,bar,,Strada Calea Ieșilor,47.0377099,28.8106851,,,
Bon Appetit,cafe,,Strada Calea Ieșilor,47.0376168,28.8117316,,,
Aladin Kebab,fast_food,kebab,Strada Vasilii Dokuceaev,47.0026732,28.8184469,,,Mo-Su 09:00-22:00
Andersen,restaurant,,Strada Onisifor Ghibu,47.0342806,28.7742908,+37322011221,https://andersen.md/,"Mo-Fr 10:00-22:00; Sa, Su 10:00-22:00"
Cantină,fast_food,,Strada Petru Rareș,47.0311114,28.8390129,,,
Coffee Break,cafe,coffee_shop,Strada Petru Rareș,47.0334648,28.8405636,,,Mo-Su 07:00-20:00
Coffee Varka,cafe,coffee_shop,Strada Constantin Tănase,47.0291307,28.8367092,,,
Andersen,restaurant,,Strada Igor Vieru,47.0499531,28.8868877,+37322011001,https://andersen.md/,"Mo-Fr 12:00-22:00; Sa, Su 10:00-22:00"
La Plăcinte,restaurant,romanian,Strada Kiev,47.0420788,28.8608069,,,
La o bere!,bar,,,47.1655630,28.9487558,,,
Millor Café,cafe,,Strada Alecu Russo,47.0390711,28.8817525,,,
Coffee Prim Wash,cafe,coffee_shop,Strada Vadul lui Vodă,47.0368131,28.8993863,,,
CoffeeMolka,cafe,coffee_shop,Strada 31 August 1989,47.0236251,28.8301130,,,
McDonald's,fast_food,burger,Strada Alba Iulia,47.0388646,28.7701479,+37379401189,https://www.mcdonalds.md/,"PH,Mo-Su 07:00-24:00"
Coffee Monkey,cafe,coffee_shop,Strada Aleksandr Pușkin,47.0217369,28.8314284,,,
Black Moon,cafe,,Strada Aleksandr Pușkin,47.0284972,28.8411768,,,
Casa Roz Bar,bar,,Strada Columna,47.0186282,28.8476360,,,
513 Food Truck,cafe,coffee_shop,Strada 31 August 1989,47.0230495,28.8283857,,,
Coffee Point,cafe,coffee_shop,Stradela Călărași,47.0363437,28.7868311,,,Mo-Sa 07:00-22:00
,cafe,coffee_shop,Strada Nicolae Costin,47.0404335,28.7763501,,,
Bublik,cafe,coffee_shop,Strada Gheorghe Asachi,47.0011956,28.8220630,,,
Sushi Shop,restaurant,sushi,Strada Ion Doncev,47.0337339,28.8324251,,,
Gosushi Premium,restaurant,sushi,Strada Ion Doncev,47.0337544,28.8324015,+373 606 15 168,https://www.gosushi.md,Mo-Su 12:00-22:00
Flame RestoBar,cafe,,Strada Lev Tolstoi,47.0102265,28.8424127,,,
Poké Poké,restaurant,asian,Bulevardul Moscova,47.0480664,28.8622119,,,Mo-Su 10:00-22:00
Tasty Kebab,cafe,,Bulevardul Mircea cel Bătrân,47.0500324,28.8897159,,,
Power Kebab,fast_food,kebab,Bulevardul Mircea cel Bătrân,47.0449982,28.8896493,,,
City Burger,fast_food,burger,Bulevardul Moscova,47.0571618,28.8668384,,,
Nori,restaurant,sushi,Bulevardul Moscova,47.0569545,28.8667542,+373 781 99 299,https://norisushi.md,Mo-Sa 11:00-23:00; Su 15:00-23:00
DeliLot Café,cafe,,Strada Nicolae Dimo,47.0575107,28.8737324,,,
Young Adult Retrospective Bar,bar,,Strada București,47.0252943,28.8229733,,,
Diadia Raf,fast_food,,Strada Tighina,47.0157154,28.8415136,,,
Coffee Varka,cafe,coffee_shop,Bulevardul Mircea cel Bătrân,47.0458479,28.8898165,,,
Ca La Bunica,cafe,,Strada Mihail Kogălniceanu,47.0156613,28.8315855,,,
Coffee N'Go,cafe,coffee_shop,Bulevardul Mircea cel Bătrân,47.0401378,28.8913029,,,
Chikapulya,restaurant,,Bulevardul Grigore Vieru,47.0320334,28.8426635,,,
Andy's Pizza,restaurant,pizza,Strada Mihail Sadoveanu,47.0686890,28.8881064,,,
McDonald's,fast_food,burger,Strada Mihail Sadoveanu,47.0701038,28.8884391,,,Mo-Su 10:00-22:00
Tucano Coffee Clasic,cafe,coffee_shop,Strada Mihail Sadoveanu,47.0699677,28.8886513,,,
Tucano Coffee Smoothie,cafe,coffee_shop,Strada Mihail Sadoveanu,47.0715293,28.8888055,,,
Chicken Xpress,fast_food,chicken,Strada Arborilor,47.0046149,28.8412465,,,
Beef House,restaurant,,Strada Arborilor,47.0045637,28.8412291,,,
Augusto,restaurant,,Strada Arborilor,47.0045134,28.8412023,,,
Blinoff,restaurant,,Strada Arborilor,47.0044686,28.8411701,,,
Andy's Express,restaurant,,Strada Arborilor,47.0043854,28.8411017,,,
Takumi,restaurant,,Strada Arborilor,47.0043323,28.8410588,,,
Chin Chin,restaurant,,Strada Arborilor,47.0046570,28.8401267,,,
Sexy Fish,restaurant,,Strada Arborilor,47.0046956,28.8401416,,,
À la Minute,cafe,,Strada Arborilor,47.0047713,28.8401991,,,
Coffee Point,cafe,,Bulevardul Ștefan cel Mare și Sfânt,47.0311566,28.8230163,+37369589388,,Su-Sa 07:00-19:00
Chernomorka,restaurant,seafood,Bulevardul Moscova,47.0456064,28.8622891,,,
Librarius Café,cafe,,Strada Arborilor,47.0047367,28.8401690,,,
Time Resto Bar,restaurant,,Strada Albișoara,47.0151301,28.8556656,,,
Time Resto Bar,restaurant,,Strada Albișoara,47.0151301,28.8556656,,,
Midpoint,cafe,,Strada Albișoara,47.0150541,28.8555831,,,
Sumeshi,restaurant,sushi,Strada Albișoara,47.0152643,28.8565165,,,
Andy's Pizza,restaurant,pizza,Strada Nicolae Dimo,47.0070925,28.7641303,+373 22 210 210,https://andys.md/,Mo-Su 09:00-20:00
Salle de Café,cafe,,Strada 31 August 1989,47.0145825,28.8411730,,,
Pao Pao,cafe,bubble_tea,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0260601,28.8314421,,,Mo-Sa 09:00-19:30; Su 10:00-15:00
Gusto Italiano,restaurant,,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0258297,28.8317889,+373 793 36 633,,Mo-Su 09:00-00:00
Café Bodoni,cafe,,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0200980,28.8227563,,,
Kebab City,fast_food,kebab,Strada Petru Zadnipru,47.0432154,28.8942181,,,
Business Lunch,cafe,,Strada Armenească,47.0188154,28.8390845,,,Mo-Fr 09:00-18:00
Twister,fast_food,kebab,Strada Alba Iulia,47.0363236,28.7732289,,,24/7
La Plăcinte,restaurant,regional,Bulevardul Ștefan cel Mare și Sfânt,47.0148024,28.8463358,,,10:00-22:00
Turkish Café,restaurant,turkish,Bulevardul Iuri Gagarin,47.0106135,28.8581475,,,
Magic Kebab,fast_food,kebab,Șoseaua Muncești,47.0067717,28.8662122,,,
Mr. Kebab,fast_food,kebab,Strada Maria Drăgan,47.0262013,28.8833777,,,
Skull Coffee,cafe,coffee_shop,Strada Arborilor,47.0039943,28.8409382,,,
Royal Kebab,fast_food,kebab,Bulevardul Mircea cel Bătrân,47.0391729,28.8891605,,,
Blúr Café,cafe,coffee_shop,Bulevardul Mircea cel Bătrân,47.0385451,28.8890851,,,
MML Kebab,fast_food,kebab,Bulevardul Mircea cel Bătrân,47.0396968,28.8892010,,,
Bistro Chipăruș,cafe,,Strada Ion Creangă,47.0363618,28.8127243,,,
Mon Amour,cafe,,Strada Columna,47.0269850,28.8361649,,,Mo-Su 10:00-22:00
Asian Street,restaurant,asian,Strada Bulgară,47.0173776,28.8395974,,,
Anchiano,restaurant,italian,Strada Miron Costin,47.0490562,28.8643792,,,Mo-Su 10:00-23:00
Coffee Party,cafe,coffee_shop,Strada George Coșbuc,47.0271918,28.8417094,,,
Embargo Wine,bar,,Strada Aleksandr Pușkin,47.0291851,28.8433940,,,
Öz Dürüm Kebap,fast_food,kebab,Strada Rabbi Țirilson,47.0252765,28.8440309,,,
Libros Café,cafe,coffee_shop,Strada Vasile Alecsandri,47.0234985,28.8415920,+373 767 05 901,,
Katana Sushi,restaurant,sushi,Strada Alexandru cel Bun,47.0258033,28.8391897,+373 797 80 780,https://katanasushi.md,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00
EscoBar Rooftop,bar,,Strada Aleksandr Pușkin,47.0252826,28.8366320,,,
Twins Café,cafe,,Strada Aleksandr Pușkin,47.0251552,28.8368043,,,
Café de Croissant,cafe,,Strada Aleksandr Pușkin,47.0252375,28.8366928,,,
Mister Burger,restaurant,,Bulevardul Decebal,47.0041481,28.8608114,,,
BlinMaster,restaurant,,Strada Aleksandr Pușkin,47.0251658,28.8367073,,,
Taxi Blues Café,cafe,,Strada Aleksandr Pușkin,47.0256744,28.8367062,,,
Shawarma N1,fast_food,kebab,Bulevardul Ștefan cel Mare și Sfânt,47.0268380,28.8285784,,,
San Marino Pizza,fast_food,pizza,Bulevardul Ștefan cel Mare și Sfânt,47.0268077,28.8285268,,,
Khachapuri & Khinkali,restaurant,georgian,Bulevardul Ștefan cel Mare și Sfânt,47.0268236,28.8285542,,,
The Legends Pub,pub,,Bulevardul Ștefan cel Mare și Sfânt,47.0178018,28.8431990,,,
Lud's Pub,pub,,Strada Aleksandr Pușkin,47.0248897,28.8367976,,,
Lobby Bar at Bristol Hotel,bar,,Strada Aleksandr Pușkin,47.0248477,28.8368526,,,
Breakfast at Bristol Hotel,cafe,,Strada Aleksandr Pușkin,47.0248202,28.8368982,,,
Jazz Corner Restaurant,restaurant,,Strada Vlaicu Pârcălab,47.0247178,28.8385385,,,
Jazz Lobby Bar,bar,,Strada Vlaicu Pârcălab,47.0246796,28.8384894,,,
Coffee Hub,cafe,coffee_shop,Strada Nicolae Dimo,47.0380638,28.8625041,,,Mo-Su 07:00-22:00
Kebab Time,fast_food,kebab,Strada Paris,47.0307146,28.7809227,,,
Bottega del Caffè,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0229499,28.8358957,,,
Bati Club,restaurant,,Strada Bulgară,47.0141604,28.8355116,,,
Pizza Mania,bar,,Bulevardul Moscova,47.0528297,28.8650589,,,
Bestea,cafe,bubble_tea,Bulevardul Moscova,47.0480288,28.8621997,,,Mo-Su 09:00-21:00
Astoria Seafood,restaurant,seafood,Bulevardul Mircea cel Bătrân,47.0409186,28.8892282,,,
Rockovoy Bar,bar,,Strada București,47.0204225,28.8296042,,,
Different Café,cafe,,Strada Ion Creangă,47.0368233,28.8120298,+373 609 35 900,https://different.md/,Mo-Su 07:30-22:00
Sumo,restaurant,sushi,Strada Aleksandr Pușkin,47.0205439,28.8290969,,,
vigraj,cafe,,,47.0294379,28.8571104,,,
GioGio,restaurant,georgian,Strada Kiev,47.0403665,28.8604032,,,
OakimiSushi,restaurant,japanese,,47.0387433,28.8304527,,,
Feeling Coffee,cafe,coffee_shop,Strada 31 August 1989,47.0181223,28.8363704,,,07:00-21:00
Bublik,cafe,coffee_shop,Strada Armenească,47.0194675,28.8386853,,,
Cyber.md Gaming Park,internet_cafe,,Strada Alba Iulia,47.0336073,28.7803248,+373 60 541 419,https://cyber.md,24/7
Cyber.md Point,internet_cafe,,,47.0374298,28.8903612,+373 680 73 912,https://cyber.md/cyber-md-point/,Mo-Su 09:00-07:00
Black Drop,cafe,coffee_shop,,47.0336940,28.8069088,+373 697 16 931,,Mo-Su 07:30-22:00
Salaterra,cafe,,Strada Calea Ieșilor,47.0396631,28.8037835,+37376990000,https://www.instagram.com/salaterra.md/,
Crazy Bubble,cafe,bubble_tea,Strada Calea Ieșilor,47.0379575,28.8077408,,https://www.instagram.com/crazybubblechisinau/,
Underground Café,cafe,coffee_shop,Strada Alba Iulia,47.0416790,28.7633895,,https://www.instagram.com/underground.cafe.md/,
Odélle,cafe,,Strada Mihai Eminescu,47.0240948,28.8403003,,,
Grand Coffee Place,cafe,coffee_shop,Șoseaua Muncești,47.0013925,28.8711433,,,24/7
Cappuccino,cafe,coffee_shop,Strada Bulgară,47.0168188,28.8383198,,,
Taproom by Litra & Friends,pub,,Strada Vasile Alecsandri,47.0213079,28.8385200,,,
Faq*,cafe,,Bulevardul Ștefan cel Mare și Sfânt,47.0259029,28.8309324,,,
Kuhnya,restaurant,,Strada Bucuriei,47.0398533,28.8135438,,,
Siesta,restaurant,,Strada Anton Crihan,47.0164551,28.8198628,+373 611 16 631,,Mo-Su 09:00-22:00
Raccoon coffee,cafe,,,47.0174089,28.8354623,060061995,https://raccoon.coffee/,Mo-Su 09:00-20:00
Pizza fato a mano,restaurant,italian_pizza,,47.0290078,28.8368836,069190647,,Mo-Su 11:00-21:00
,cafe,coffee_shop,Strada Alexandru Vlăhuță,47.0252074,28.8417731,060336399,,Mo-Fr 08:00-18:00
,cafe,,,47.0403180,28.8841638,,,
Sultan Döner German,fast_food,kebab,Strada Calea Ieșilor,47.0421935,28.7946629,,,
Private Playstation & Hooka,internet_cafe,,,47.0303931,28.8385257,+373 602 99 777,,
Chicago Billiard Club,cafe,,Strada Bariera Sculeni,47.0362896,28.7924289,,,
Kuhnya,restaurant,ukrainian,Strada Alecu Russo,47.0446131,28.8624419,,,
Inception,restaurant,,Strada Mihai Viteazul,47.0347592,28.8206506,,,
Royal Kebab,fast_food,kebab,Strada Maria Drăgan,47.0239173,28.8836376,,,
Coffee OK,cafe,coffee_shop,Strada Maria Drăgan,47.0239901,28.8835944,,,
La Caruntu,bar,,,47.0919416,28.8275395,,,
Alinta Café,cafe,,Strada 31 August 1989,47.0107486,28.8479352,,,
Limone,restaurant,italian_pizza,,47.0190397,28.8344741,+373 766 98 888,https://limone.md/,Mo-Su 11:00-22:00
Esushi,restaurant,sushi,Bulevardul Moscova,47.0532842,28.8643566,,,
Inka Pinsa,restaurant,italian,Bulevardul Moscova,47.0532376,28.8643419,,,
Tokyo Sushi,restaurant,sushi,Bulevardul Moscova,47.0559092,28.8643530,,,
Tokyo Sushi,restaurant,sushi,Bulevardul Constantin Negruzzi,47.0150938,28.8540479,,,
Sushka,restaurant,sushi,Strada Aleksandr Pușkin,47.0193624,28.8275158,,,
Sushka,restaurant,sushi,Strada Ion Creangă,47.0367210,28.8110845,,,
Takumi,restaurant,sushi,Strada Nicolae H. Costin,47.0425347,28.7709487,,,
Takumi,restaurant,sushi,Strada Calea Ieșilor,47.0401606,28.8024164,,,
Takumi,restaurant,sushi,Bulevardul Grigore Vieru,47.0304631,28.8398026,,,
Susi Pussi,restaurant,sushi,Bulevardul Ștefan cel Mare și Sfânt,47.0267875,28.8284960,,,
DaviDan Sushi,restaurant,sushi,Strada Vlaicu Pârcălab,47.0232732,28.8365840,,,
Bufet,fast_food,,Strada Ion Creangă,47.0280256,28.7961384,,,Mo-Su 08:00-22:00
,fast_food,,,47.0270429,28.8222169,,,
Sunrise,restaurant,sushi,Strada Mitropolit Varlaam,47.0238406,28.8371238,,,
Sayhi,restaurant,ramen,Strada Mitropolit Petru Movilă,47.0299769,28.8216832,+373 760 02 611,https://sayhi.md/,Mo-Su 11:00-21:00
Poiana Vadului,restaurant,,Strada Ștefan cel Mare și Sfânt,47.1032223,29.0638633,,,
Villa Drago,restaurant,,,47.1023152,29.0671885,,,
Hugo,restaurant,,Strada Columna,47.0272619,28.8365453,,,
Amor Amar,cafe,dessert;coffee_shop,Strada Mihai Eminescu,47.0226736,28.8382356,+373 797 90 505,https://amoramar.md/,Mo-Su 08:00-22:00
Amano,cafe,,Strada Columna,47.0271382,28.8363871,,,
Churchill's Whisky Bar,bar,,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0280093,28.8347379,,,
Draft,pub,,Strada Columna,47.0273095,28.8365083,,,
NiHao Coffee & Tea,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0364277,28.8151831,,,
Skull Coffee,cafe,,Bulevardul Ștefan cel Mare și Sfânt,47.0168464,28.8455827,,,
Red Rabbit,cafe,,Strada Nicolae Dimo,47.0493602,28.8690582,,,
Coffee Like,cafe,,,47.0435082,28.8671064,,,07:00-22:00
jeraffe,restaurant,,Strada Ismail,47.0162720,28.8472312,,,
Sandra,cafe,,,47.0176575,28.8365940,,,
Cantină,cafe,,,47.0677178,29.0946622,,,
Olala Café,cafe,,Strada George Coșbuc,47.0283351,28.7786273,,,
Alt Ceva,bar,,Strada Mihai Eminescu,47.0242554,28.8405293,,,
Saperavi,restaurant,,Strada Ion Creangă,47.0292601,28.7983305,,,
Gattusso Pizza,fast_food,pizza,Strada Grigore Alexandrescu,47.0196638,28.8084462,,,
Doner Kebab,fast_food,kebab,Strada Grigore Alexandrescu,47.0197091,28.8083528,,,
Piana Vyshnia,bar,,Strada Grigore Alexandrescu,47.0196191,28.8085526,,,
Wonder Waffles,fast_food,coffee_shop,Strada Grigore Alexandrescu,47.0194016,28.8087334,,,
Libi Kebab,fast_food,kebab,Strada Tudor Vladimirescu,47.0350458,28.8623689,,,
Mackbear Coffee,cafe,coffee_shop,Strada Arborilor,47.0049690,28.8411780,,,
Pacco,fast_food,,Strada Arborilor,47.0044338,28.8411368,,,
Miro Café,cafe,,Strada Mitropolit Petru Movilă,47.0301180,28.8224467,,,
Takumi Oasis,restaurant,sushi,Strada Bogdan Voievod,47.0433469,28.8583716,+373 22 008 000,https://takumi.md/ro/restaurant/takumi-oasis,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00
Ramen Express,restaurant,ramen,Bulevardul Moscova,47.0589077,28.8679308,,,
Àttico Terrace & Restaurant,restaurant,,Strada Nicolae Dimo,47.0578753,28.8737872,+373 68 454 555,atticorestaurant@gmail.com,
Parmigiano,restaurant,italian,Strada Mihail Sadoveanu,47.0714410,28.8887968,+ 373 79 433 976,https://linktr.ee/Parmigianomd,Mo-Su 10:00-22:00
Unotoro,fast_food,burger,Strada Mihail Sadoveanu,47.0702137,28.8886758,,,Mo-Su 10:00-22:00
Salad Box,restaurant,,Strada Mihail Sadoveanu,47.0703236,28.8884609,+373 78 878 030,https://www.saladbox.md/,Mo-Su 10:00-22:00
Chin Chin,restaurant,asian,Strada Mihail Sadoveanu,47.0705519,28.8887124,+373 79 793 980,https://chinchinmd.choiceqr.com/,Mo-Su 10:00-22:00
Andy's Express,restaurant,,Strada Mihail Sadoveanu,47.0707787,28.8885078,+373 26 54 01,,Mo-Su 10:00-22:00
Fahitas Kebab,fast_food,kebab,Strada Milești,47.0108769,28.8442718,,,
Black Rabbit Family Café,restaurant,,Strada Calea Ieșilor,47.0445277,28.7905515,,,
Turkuaz Döner,fast_food,,Strada Aleksandr Pușkin,47.0241419,28.8347941,,,
,cafe,,Strada Drumul Viilor,47.0029473,28.8076743,,,
Bonjour Cafe,cafe,coffee_shop,,47.0364008,28.8032809,,,Mo-Su 09:00-23:00
Tuta,bar,,Strada Aleksandr Pușkin,47.0188688,28.8266318,,,
Feeling Coffee,cafe,,Strada Vlaicu Pârcălab,47.0209889,28.8321713,,,
Doner Kebab,fast_food,kebab,Strada Alecu Russo,47.0442697,28.8636633,,,
Coffee Lavka,cafe,coffee_shop,Strada Alecu Russo,47.0442673,28.8636758,,,
Nival,bar,,Strada Igor Vieru,47.0500528,28.8862085,,,
Arena Bar & Kitchen,restaurant,,Strada Bucovinei,47.0706961,28.8636830,,,
London's SteakHouse,restaurant,steak_house,Strada Tighina,47.0137546,28.8395693,,,
Feeling Coffee,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0365560,28.8150008,,,
GoodPoint,bar,,Strada Mihail Sadoveanu,47.0698013,28.8885362,,https://www.goodpoint.md,Su-Th 12:00-23:00; Fr-Sa 10:00-03:00
Alter Ego Karaoke Bar,bar,,Strada Ștefan-Vodă,47.0188760,28.7660210,,,
Kebab City,fast_food,kebab,Strada Rediul Mare,47.0181699,28.7654211,+37369440095,,
Tik Tok Cafe,cafe,kebab;pizza;sushi,R6-Goian,47.1155997,28.8618492,069453300,https://www.tiktokcafe.md/,
Ciocârlia,restaurant,,,47.0817142,28.8278244,078378378,https://ciocarlia.md/,
